"Ensor, Marisa",2.0,0%,1
"Mun, Bokyung",4.3,85%,2.4
"Lee, Aimee",0.0,100%,0
"Choi, Min",4.1,72%,1.3
"Cho, Francisca",3.8,58%,2.9
"Barr, Nancy",4.7,67%,3.3
"Whelan, Kathy",0.0,N/A,0
"Benson, James",4.6,N/A,2.1
"Healy, Kevin",0.0,N/A,0
"Massey, William",2.0,50%,4
"Nagel, Walter",2.9,72%,2.9
"Cohen, Adam",0.0,N/A,0
"Solomon, Robin",0.0,N/A,0
"Berman, Kenneth",3.0,94%,2.8
"Scopino, Gregory",1.0,0%,3
"Kaufman, Beth",4.6,67%,2.2
"Wang, James",0.0,N/A,0
"McManus, Brian",3.2,60%,3.8
"Johnson, Steven",4.9,100%,2.2
"Kirk, David",3.0,N/A,2
"Evans, Marianne",3.0,100%,4
"Sanders, Michael",2.2,N/A,3.6
"Bates, John",3.3,N/A,4.1
"Krishnakumar, Anita",4.8,N/A,3
"Nager, Glen",0.0,N/A,0
"Pitt, Jonathan",0.0,N/A,0
"Foglia, Jonathon",1.0,N/A,4
"Rutzen, Douglas",0.0,N/A,0
"Wallace, Don",4.2,N/A,3.5
"Stewart, David",4.4,N/A,2.3
"Hempling, Scott",0.0,N/A,0
"Mitchell, Brent",0.0,100%,0
"Gelpern, Anna",4.4,N/A,3.1
"Heinzerling, Lisa",4.6,100%,3.6
"Thompson, Robert",3.0,N/A,2.9
"Diamond, Michael",4.3,100%,1.6
"Davidow, Charles",5.0,100%,3.5
"Langevoort, Donald",5.0,100%,3.7
"Feinerman, James",3.2,100%,3.9
"Newman, Derek",4.8,100%,1.8
"Levitin, Adam",0.0,N/A,0
"Schneider, Jeffrey",4.2,N/A,2
"Adler, William",3.5,N/A,3
"Hunter, Nan",3.9,N/A,3
"Devlin, Alan",0.0,N/A,0
"Huffman, Robert",4.5,N/A,3
"Menezes, Mark",3.7,N/A,2.5
"Hyman, David",3.9,0%,2.3
"Ahmed, Usman",4.0,80%,3
"Buzbee, William",0.0,N/A,0
"Collins, Wayne",1.5,0%,5
"Goldman, Julie",4.8,N/A,3.5
"Diamond, Nicholas",0.0,N/A,0
"Beatty-Arthur, Sherri",4.6,N/A,1.7
"Fogel, David",0.0,N/A,0
"Blaze, Matt",4.0,100%,4
"Abu-Odeh, Lama",2.8,N/A,3
"Teitelbaum, Joshua",4.0,100%,3
"Hagan, Sean",5.0,100%,1.6
"Hillman, Jennifer",4.2,100%,2.1
"Reich, Jennifer",3.9,100%,3.5
"Cole, David",3.9,100%,3.5
"Goodwin, Michele",2.5,N/A,3
"Summers, Nicole",4.5,100%,3.3
"Shaffer, Gregory",4.6,N/A,2.3
"Everly, George",4.5,100%,2.5
"Brummer, Chris",3.0,N/A,4
"Cabrera, Oscar",4.0,N/A,3.2
"Serrano, Silvia",2.5,84%,3.5
"McLeod, Allegra",4.4,N/A,3
"Luban, David",4.7,100%,2.7
"Hammond, Emily",4.1,82%,3.2
"Lopez, Christy",4.3,88%,2
"Navarrete, Andres",0.0,N/A,0
"Baer, Gregory",4.3,100%,2
"McLaughlin, James",2.5,N/A,3.5
"Koplow, David",4.5,N/A,2.5
"Freeman, Alexa",4.6,N/A,2.8
"Buzzard, Greg",4.9,84%,3.2
"Ross, Ronald",4.3,100%,2.4
"Laing, Andrew",3.8,56%,2.6
"Bloche, Gregg",2.3,0%,2.6
"Carter, Phillip",3.7,N/A,1.7
"Peller, Gary",3.4,100%,3.9
"Lopez, James",4.9,100%,1.8
"Lynn, David",5.0,N/A,3
"Costa, Christopher",1.0,0%,4
"Bowman, John",1.8,N/A,4.7
"Nussdorf, Benjamin",5.0,100%,3.5
"Horowitz, Stephen",3.4,N/A,2.4
"Cheng, Benjamin",4.0,N/A,1
"Levy, Joshua",2.4,N/A,4.3
"Weinberg, Robert",1.6,0%,3.7
"West, Robin",3.8,N/A,3
"Dwyer, Mary",3.8,N/A,4.2
"Jackson, Molly",0.0,N/A,0
"Brasure, Ian",4.0,100%,2
"Monahan, John",0.0,N/A,0
"Lewis, Jeffrey",3.0,N/A,2
"Mezey, Naomi",4.4,100%,2.6
"Thomas, John",0.0,N/A,0
"Micallef, Joseph",4.7,100%,1.7
"Cohen, Julie",0.0,N/A,0
"Snyder, Brad",2.8,100%,3.8
"Grinberg, Itai",2.8,0%,4.8
"Gostin, Lawrence",0.0,N/A,0
"Ryan, Susan",4.5,67%,3.6
"Watal, Jayashree",0.0,N/A,0
"Becker, Julie",1.4,N/A,2.6
"Bloom, Michael",5.0,N/A,1
"Davidson, Christopher",3.8,63%,4
"Jonas, David",2.6,N/A,4
"Gilmore, Scott",4.7,86%,2.2
"Hoffman, Craig",4.4,100%,2.4
"Walker, George",1.7,N/A,4.5
"Smith, Michael",4.8,100%,2.2
"Ross, Elizabeth",3.9,N/A,2.4
"Kelly, Ryan",4.3,N/A,1.3
"Cohen, Arthur",4.4,N/A,2
"Decker, Bruce",2.0,25%,2.8
"Carlson, Sara",2.8,100%,3.8
"Moon, Daniel",4.6,N/A,3.3
"Nolan, Michael",2.8,100%,4.2
"Benz, Stephen",4.9,100%,2.2
"Richman, Lisa",4.5,N/A,2
"Oliver, John",4.5,N/A,3.5
"Smith, Russell",4.4,N/A,1.6
"Arlyck, Kevin",5.0,100%,3.5
"Francois, Aderson",0.0,N/A,0
"Vladeck, David",3.9,100%,3.2
"Claussen, Kathleen",5.0,100%,3.8
"Klass, Gregory",4.8,100%,3.2
"Spann, Girardeau",3.7,100%,3.3
"Super, David",4.5,100%,4
"Gottesman, Michael",3.8,88%,3.3
"Lawrence, Frederick",4.9,100%,3.3
"Bloch, Susan",3.6,50%,2.7
"Donohue, Laura",3.2,0%,4.1
"Cashin, Sheryll",2.3,72%,2.9
"Lederman, Martin",2.2,0%,3.5
"Creighton, Sara",5.0,100%,2
"Griffin, Amy",3.7,100%,4.1
"Wherry, Jessica",0.0,N/A,0
"Cedrone, Michael",5.0,100%,3.8
"Byrne, John",3.3,50%,3.5
"Rothstein, Paul",3.5,100%,3.4
"Mikhail, John",3.5,67%,3.9
"Rogers, Brishen",3.8,N/A,3.2
"Gunja, Mushtaq",5.0,100%,3
"Liu, Michelle",4.0,N/A,4
"Cooper, Catherine",2.8,N/A,2.4
"Wolfman, Brian",0.0,N/A,0
"Albert, Janet",3.9,N/A,3.3
"Cook, Anthony",3.6,67%,2.9
"Stebbins, Ann",4.5,N/A,4
"Pollack, Barry",1.0,0%,4
"Lopez, Jonathan",4.2,88%,2.4
"Rogal, Lauren",2.0,0%,5
"Butler, Paul",2.7,34%,3.5
"Newton, Brent",4.8,N/A,2.8
"Dewey, Elizabeth",4.5,100%,2.5
"Feldman, Heidi",3.9,N/A,2.7
"Riley, Patricia",5.0,100%,1.6
"Hills, Stephen",2.5,N/A,5
"Holland, Emily",4.0,N/A,3
"Howell, Charisma",0.0,N/A,0
"Walsh, Kelly",3.7,N/A,2.5
"Bright, Stephen",2.9,N/A,2.2
"Tiscione, Kristen",4.2,N/A,2.7
"White, Alexander",1.5,N/A,5
"Carroll, Deborah",4.6,100%,2.3
"Iyer, Sunita",4.3,92%,2.7
"Quinn, Sean",4.2,60%,2.1
"Parker, Morris",3.5,100%,3
"Blanchard, Alexander",0.0,N/A,0
"Choksi, Rachit",0.0,N/A,0
"Hopwood, Shon",2.0,N/A,3
"Ramos, Valerie",4.4,N/A,3
"McCord, Mary",1.8,15%,3.2
"McCarty, Patrick",2.8,100%,3
"Pillard, Nina",4.7,N/A,3
"Morin, Robert",0.0,N/A,0
"Fisher, Gerald",3.6,N/A,2.6
"Rostain, Tanina",4.3,N/A,2.7
"Nourse, Victoria",2.5,0%,3
"Tucker, Emily",3.5,50%,3.2
"Tsoukala, Philomila",4.0,100%,3
"Donahoe, Diana",2.9,N/A,3.4
"George, Janel",1.0,0%,1
"Vazquez, Carlos",5.0,N/A,1
"DeLaurentis, Frances",2.9,67%,3.4
"Regan, Milton",3.0,N/A,3
"McIntosh, Sarah",4.2,N/A,2
"Smith, Paul",1.8,N/A,3.6
"Barnett, Randy",5.0,100%,2
"Chang, Steve",0.0,N/A,0
"Roth, Christopher",4.6,N/A,2.8
"Curry, John",4.3,N/A,1.6
"Chafetz, Josh",5.0,100%,3
"Roe, Richard",4.2,50%,3.3
"Bordone, Robert",3.7,N/A,2.8
"Glover, Kyle",3.1,25%,4.4
"Altman, Stephen",5.0,N/A,2
"Walker, Juan",3.8,N/A,4
"Terry, Michael",4.7,N/A,2.9
"Sharpe, Ronald",4.8,N/A,2.3
"Teicher, Stuart",4.3,80%,4.1
"Dorsainvil, Dolores",3.0,50%,4.7
"Clement, Paul",4.8,100%,1.7
"Edelman, Peter",2.7,0%,3.2
"Brown, Dorothy",4.2,100%,2.7
"Stumberg, Robert",1.0,N/A,5
"Copacino, John",5.0,100%,4
"Johnson, Vida",4.7,100%,2.2
"Ross, Susan",4.4,N/A,2.3
"Sunder, Madhavi",0.0,N/A,0
"Colangelo, Sara",4.0,N/A,2.5
"Yellin, David",2.6,N/A,4
"Henry, Ralph",3.0,N/A,3.9
"Debelius, Margaret",4.3,100%,2.8
"Vovides, Yianna",0.0,N/A,0
"Alexander, Bryan",0.0,N/A,0
"Skallerup-Bessette, Lee",4.7,N/A,1.8
"Renzi, Doireann",5.0,100%,3
"Davis, Daniel",4.5,N/A,1.7
"Bower, Beth",5.0,N/A,1
"Collins, Kathleen",3.7,50%,1.8
"Taylor, J",3.5,N/A,2
"Quirk, Rory",4.8,N/A,3
"Ruf, Frederick",3.7,80%,2.7
"Shook, John",2.5,N/A,4
"Heller, Sophie",4.3,89%,2.5
"Gomez, Janet",4.5,N/A,3
"Collina, Sara",5.0,100%,2.1
"Moore, Casey",4.9,N/A,2.7
"Lemieux, Frederic",2.6,N/A,2.5
"Paasch, J",5.0,100%,1
"Golden, Christian",3.2,100%,3.6
"Grant, Patricia",3.9,100%,3
"Buckley, William",0.0,N/A,0
"Manuel, Paul",0.0,100%,0
"Majeed, Ibrahim",0.0,N/A,0
"Harrell, Paula",0.0,N/A,0
"Lorenson, Sue",4.5,100%,2.2
"Richardson, Travis",4.3,N/A,2
"Li, Xiang",0.0,N/A,0
"Zsiga, Elizabeth",3.5,34%,3.3
"Obiri-Yeboah, Michael",0.0,0%,0
"Fond, Marissa",4.6,89%,2.3
"Williams, Hannah",4.6,100%,2.5
"Malone, Meg",4.3,N/A,3
"Zeldes, Amir",3.7,100%,3
"Bryfonski, Lara",5.0,100%,3
"Miller, Corey",3.5,34%,2
"Nycz, Jennifer",2.6,50%,4.4
"Campos, Hector",4.6,96%,3.5
"Portner, Paul",4.0,86%,3.2
"Tannen, Deborah",3.7,100%,1.9
"Gordon, Cynthia",4.7,100%,2.7
"Miller, Paul",3.0,N/A,4
"Shambaugh, George",3.8,100%,3.4
"Gettig, Eric",4.0,N/A,3
"McFarland, Kelly",3.5,75%,3.2
"Bailey, David",2.4,N/A,4.1
"Lewis, Joanna",3.0,0%,3.4
"King, Marcus",1.0,0%,5
"McManus, Matthew",4.4,90%,3.2
"Umberger, Doug",5.0,100%,3
"McCullough, Katherine",5.0,100%,3
"Rogowsky, Robert",3.4,N/A,4.3
"Gallucci, Robert",4.9,100%,3
"Vittori, Jodi",1.0,0%,5
"Helman, Joseph",5.0,N/A,2
"Youakim, Claudia",4.4,N/A,2.2
"Wallis, David",4.0,100%,3
"Negroponte, Diana",3.5,50%,3
"Friedman, Bruce",2.9,50%,4.4
"Bergman, Michael",3.5,N/A,2.5
"Yost, Casimir",0.0,N/A,0
"Edelstein, David",4.6,89%,3.3
"Ryan, Michael",5.0,100%,2.9
"Ammerman, Allen",0.0,N/A,0
"Tang, Wei",2.5,50%,4
"Guerrero, Jose",3.6,N/A,3
"Robison, Greg",3.4,0%,2.8
"Yip, Jeremy",4.4,89%,2.7
"Williams, Evelyn",0.0,N/A,0
"Bradley, Melissa",4.0,N/A,4
"Gamble, Jay",0.0,N/A,0
"Al-Momen, Serene",0.0,100%,0
"Cong, Ziwei",5.0,100%,2
"Lee, Kelly",4.5,100%,2
"Thompson, Debora",4.0,50%,2.1
"Towns, Marlene",1.5,N/A,4
"Lynn, James",4.1,N/A,2
"Conway, Martin",4.5,N/A,2
"Blair, Sean",4.2,81%,2.8
"Nategh, Emisa",4.5,95%,2.6
"Gharahbeigi, Sara",4.3,88%,2.5
"Meyer, Oded",4.3,91%,2.6
"Extejt, John",3.5,75%,3.3
"Gjoni, Leonard",4.0,N/A,2.6
"Rabbani, Tahseen",4.0,100%,1
"Kurtz, Jeff",4.0,100%,3.2
"Mehmetaj, Erblin",3.8,72%,2.9
"Meyer, Nicole",4.4,92%,2.8
"Kainen, Paul",2.7,N/A,2.4
"Meyer, Mark",2.7,20%,4
"Fan, Haitao",2.6,75%,2.8
"White, Tyler",3.8,100%,2.3
"Raney, Michael",4.5,90%,2.7
"Dayaratna, Kevin",2.8,86%,3.5
"Rantou, Eleni",4.7,N/A,1.8
"Caraballo, David",4.3,42%,2.7
"Chang, Der-Chen",4.3,88%,2.1
"Engler, Hans",4.3,100%,2.8
"Eller, Matthias",3.0,72%,3.9
"Leviyang, Sivan",4.6,100%,3.1
"Valdivia, Nicolas",0.0,N/A,0
"Yashtini, Maryam",4.1,78%,2.8
"Monin, Philip",0.0,N/A,0
"Aram, Siamak",0.0,N/A,0
"Price, Stuart",2.5,50%,3
"Arab, Ali",3.6,50%,2.7
"Hammett, John",0.0,N/A,0
"Holt, Richard",4.8,86%,1.9
"Miller, David",4.4,50%,3.2
"Lin, Kenneth",5.0,100%,3
"Cameron, Donna",3.8,88%,3.4
"Donnelly, Michael",3.9,100%,3.1
"Cole, Michael",3.3,0%,4
"Taylor, David",1.7,N/A,4.3
"Roberts, Stephanie",1.5,N/A,1
"Guarino, Thomas",0.0,N/A,0
"Kuhlman, Laura",5.0,N/A,4
"Kim, Crystal",5.0,100%,4
"Casey, John",3.1,N/A,2.4
"Jones, Shiloh",3.3,N/A,4.5
"Moore, Eileen",4.9,N/A,2.4
"Fisher, Tyler",0.0,100%,0
"Carroll, Kevin",4.8,100%,2.8
"Cohen, Jeffrey",3.2,N/A,3.2
"Jones, Allison",4.8,100%,3.2
"Stewart, Colin",4.3,75%,3.4
"Schreiber, Jennifer",0.0,N/A,0
"Hicks, Daniel",3.9,N/A,2.6
"Pottash, Michael",0.0,N/A,0
"Krishnan, Lakshmi",5.0,100%,3
"Spike, Jeffrey",0.0,100%,0
"Langley, Julia",4.3,N/A,2
"Saunders, Pamela",3.7,75%,3.4
"Holman, Robert",4.6,75%,3.9
"Roberts, Allen",2.5,N/A,3
"Jamieson, Daniel",1.6,0%,4.4
"Li, Dongmei",0.0,N/A,0
"Blair, Taylor",4.2,74%,2.8
"Vasquez, Juan",0.0,N/A,0
"Morningstar, James",1.0,0%,4
"Binkholder, Frederick",0.0,N/A,0
"Bratcher, Paul",4.0,100%,3
"Murray, David",4.1,0%,2.4
"Del Donna, Anthony",4.6,89%,2.7
"Harbert, Benjamin",4.4,73%,3
"Simon, Carlos",5.0,100%,1
"Hammond, Jay",3.6,100%,3.4
"Schulman, David",3.5,N/A,4.8
"Weismann, Russell",4.4,92%,3.2
"Bracy, Michael",4.3,N/A,2.4
"Hashemi, Nader",1.4,50%,4.6
"Harris, Brent",4.8,86%,1
"Granitto, Margaret",4.0,100%,3.8
"Bell, Sarah",3.8,N/A,4.4
"Oliver, Julie",2.2,N/A,1.7
"Davis, Diane",3.9,100%,3.9
"White, Krista",5.0,N/A,3
"Potoka, Evelyn",4.0,100%,5
"Garcia, Rick",3.1,N/A,2.9
"Taylor, Carol",4.7,100%,2.4
"Ashby, Jennifer",3.0,0%,3
"Bultemeier, Kaye",3.0,0%,4
"Robson, Beth",4.8,100%,2.2
"Stewart, Amy",1.0,N/A,5
"Evans, Mara",2.9,54%,3.6
"Bradford, Heather",3.7,67%,3
"Frisvold, Melissa",4.5,100%,3.3
"Burke, Bridget",0.0,N/A,0
"Lewis, Jade",4.9,100%,1.9
"Gregory, Karen",2.2,0%,3.7
"CASTALDI, CINDY",1.0,N/A,2
"Brooks, Mirella",3.6,72%,3.2
"Estes, Tracy",2.0,N/A,5
"Chaplin, Lisa",3.5,50%,4
"Kimble, David",0.0,N/A,0
"Wolfe, Jennifer",4.5,100%,3.3
"Nadelson, Sandra",4.0,N/A,4
"Puhl, Jonathan",4.5,100%,3.3
"Gallagher, Eva",2.8,34%,3.7
"Kim, Emmanuel",0.0,N/A,0
"Carney, Elissa",1.2,0%,4.6
"Ruth-Sahd, Lisa",3.0,50%,3.8
"Berta, Emily",4.5,75%,4.2
"Haffner, Gina",2.0,0%,3
"White, Susan",5.0,100%,3
"Solis, Abbye",3.5,100%,3.5
"Powell, Tonya",2.5,N/A,3
"Cottrell, Damon",0.0,N/A,0
"Williams, Rhea",1.0,72%,3.7
"Farley, Cynthia",1.0,N/A,5
"Horton, Laura",4.5,N/A,2
"Ogg-Gress, Jill",0.0,N/A,0
"Lange, Megan",3.4,60%,3.5
"Burnside, Chandra",5.0,100%,2.8
"Stevenson, Rachel",5.0,100%,2.5
"Marea, Christina",5.0,100%,2
"Heitzler, Ella",4.3,N/A,2.5
"Kosko, Debra",3.0,100%,4
"Haras, Mary",4.5,N/A,3.3
"Borbacs, Michael",3.5,75%,2.1
"Prifti, Erjona",2.3,44%,3.4
"Kaestner, Sonia",2.8,53%,2.3
"Frazier, Greg",0.0,100%,0
"Kundu, Amrita",1.9,40%,4.4
"Montano, Bonnie",3.6,78%,2.9
"Iglarsh, Harvey",2.3,30%,3.4
"Elsaleiby, Aber",5.0,100%,2.8
"Rossetti, Michael",4.3,N/A,1.9
"Dillon-Merrill, Robin",4.0,67%,3.5
"Babich, Volodymyr",2.5,N/A,5
"Jose, Victor",4.4,100%,3.1
"Stroud, Jonathan",1.0,N/A,1
"Dasmohapatra, Sudipta",2.0,0%,3
"Lyon, Gregory",3.4,80%,3
"Murphy, Mark",4.6,100%,3.3
"Shope, David",0.0,N/A,0
"Keown, John",3.4,75%,2.6
"Kao, Sherry",4.5,100%,1.7
"Donley, Clark",5.0,100%,3.4
"Greco, John",4.9,N/A,3.4
"Mulherin, Thomas",0.0,N/A,0
"Ver Eecke, Wilfried",2.9,34%,3.2
"Tuttle, Jacob",0.0,100%,0
"Stripling, Matthew",4.8,100%,2.4
"Aas, Sean",3.1,50%,3.4
"Jacob, Anjana",4.9,100%,3.2
"Widerquist, Karl",3.8,84%,4.4
"Bishop, Laura",4.3,100%,1.7
"Kukla, Quill",3.8,82%,2.6
"Earl, Jacob",4.7,100%,2.3
"Brick, Shannon",5.0,100%,2
"Wojtkiewicz, Kate",5.0,100%,3
"Carse, Alisa",3.3,84%,2.5
"Pratt, David",1.8,25%,3.6
"Williams, David",3.1,75%,3.6
"Olsen, James",4.7,100%,2.3
"Farr, Jason",4.8,100%,2.2
"Richardson, Henry",2.7,48%,3.5
"Torres, Christopher",0.0,N/A,0
"Watson, Ari",0.0,N/A,0
"Elzinga, Benjamin",3.4,55%,2.8
"Blattner, William",3.6,78%,3.6
"Jurkiewicz, Adam",4.0,100%,3
"Lewis, Neil",3.2,67%,2.5
"Lindeman, David",4.3,90%,3.6
"Mattingly, James",2.9,31%,2.6
"Sullivan, William",3.0,75%,1
"Pinkard, Terry",4.2,80%,2.4
"Fleisher, William",4.8,100%,3
"Sherman, Nancy",2.4,0%,3.8
"Johnson, Patrick",3.9,77%,3.5
"Currie, John",2.0,0%,3.6
"Doughty, Leanne",5.0,100%,2.7
"Urbach, Jeffrey",4.5,100%,2.9
"Liu, Amy",4.0,100%,2.3
"Blair, Daniel",3.4,84%,2.7
"Freericks, James",2.5,88%,4.5
"Egolf, David",5.0,100%,4
"Grigoryan, Hovhannes",4.5,100%,5
"Barbara, Paola",3.1,100%,3.5
"Olmsted, Peter",0.0,N/A,0
"Liu, Kai",3.5,100%,3
"Frost, Holly",3.9,N/A,3.5
"Castilla, Marina",4.2,N/A,2.3
"Patterson, Richard",3.8,N/A,2.6
"Sadowska, Iwona",4.8,100%,2.3
"Lucena, Sarah",5.0,100%,2.4
"Marianos, Richard",5.0,100%,2.5
"Westbrooks, Dennis",0.0,N/A,0
"Sharma, Rohin",3.0,50%,2.5
"Burke, Patrick",0.0,N/A,0
"Zulauf, Barry",1.5,0%,3.3
"Powers, Billy",4.5,N/A,3
"Noland, Brian",5.0,100%,1
"Billy, Joseph",4.5,N/A,1
"Kavanagh, John",0.0,N/A,0
"Rubin, Scott",2.5,N/A,3
"Macklin, Renee",5.0,100%,3
"Melo, Walcelio",3.4,75%,2
"Lewis, Angela",3.3,N/A,3.8
"Yayla, Ahmet",3.0,N/A,4
"Domenech, Edgar",0.0,N/A,0
"Mendoza, Cynthia",0.0,N/A,0
"Saunders, John",4.7,N/A,3.2
"Nguyen, Phuong",3.0,N/A,2
"Leusch-Carnaroli, Herbert",0.0,N/A,0
"McCoy, Rhian",5.0,100%,2
"Moriarty, Kathleen",4.5,N/A,1.5
"Pak, Charles",4.1,100%,1.4
"Azizian, Nazanin",1.0,100%,3.3
"Applegate, Scott",0.0,N/A,0
"Brooks, Charles",3.4,N/A,2.9
"Sullivan, Clare",3.8,100%,3.1
"Fazzini, Kate",5.0,100%,4
"Baker, Sumera",4.0,100%,3
"Sritapan, Vincent",5.0,100%,1.8
"Pelletier, Rosemarie",4.6,N/A,1.6
"Berkeley, Linda",0.0,N/A,0
"Julien, Anthony",3.8,N/A,2.8
"Gale, John",4.3,63%,2.3
"Schmidt, Scott",1.8,0%,2.5
"Stein, Elizabeth",4.9,N/A,3.6
"Kieserman, Brad",0.0,N/A,0
"Wood, Erik",3.1,50%,4.2
"Stern, Jeffrey",4.4,100%,3.1
"Massaro, Vanessa",2.3,N/A,2.5
"Jones, Gregg",4.3,N/A,2.1
"Barnhart, Shaunna",0.0,N/A,0
"Frazier, Tim",4.1,N/A,2
"Tucker, Erinn",0.0,N/A,0
"Kim, Stephanie",4.0,100%,2
"McFarland, Mary",0.0,N/A,0
"Phillips, Glenn",4.8,N/A,2.2
"Gomez, German",3.3,75%,2
"Sims, Sonya",0.0,N/A,0
"Peterson, Courtney",1.0,N/A,5
"Babalola, Olusegun",2.7,60%,4.7
"Jones, Rhonda",0.0,N/A,0
"Smith, Gregory",5.0,100%,4
"Dolan, Peter",4.5,80%,3.4
"Hasan, Ed",5.0,100%,4.8
"Rizzo, Matthew",4.3,0%,2.7
"Adeleye, Ifedapo",5.0,100%,2
"Steitz, John",1.0,0%,4
"Molina, Pablo",5.0,100%,3
"McCue, Sarah",5.0,100%,3
"Mason, Jeffrey",3.5,34%,1.3
"Bennett, Lisa",3.6,79%,3.8
"Thomas, Sunela",2.2,100%,4
"Cole, Alexander",3.9,100%,3.3
"Sikes, Angela",3.0,100%,3
"Carrol, Nora",0.0,N/A,0
"Bhargava, Sarita",0.0,N/A,0
"Jennings, Jeanne",0.0,N/A,0
"Richardson, Ronald",4.8,N/A,1.9
"Meshulam, Elad",5.0,100%,3
"Bennett, Laura",0.0,N/A,0
"Stewart, Mary",3.8,N/A,2.2
"Long, Michael",4.5,100%,2.8
"Lewis, Steven",0.0,N/A,0
"Dziemian, Neil",2.0,0%,4.5
"Mermelstein, Michelle",0.0,N/A,0
"Wilson, Laura",3.8,100%,2.7
"Evans, Corbin",0.0,N/A,0
"Charles, Matthew",0.0,N/A,0
"Reed, Martin",3.7,100%,2.4
"Borst, Jay",5.0,100%,2
"Lepore, Dominic",0.0,N/A,0
"Mathews, Lisa",0.0,N/A,0
"Finn, Susan",4.1,86%,3.3
"Tessema, Dereje",5.0,N/A,1
"DelGrosso, Steven",4.0,100%,2
"Sone, Saya",0.0,100%,0
"Cleveland, Simon",5.0,100%,3
"Corso, John",5.0,100%,1.7
"Spead, Michael",1.7,0%,3.3
"Vallone, Joseph",2.7,50%,3.3
"Moschoglou, George",0.0,N/A,0
"Fanning, Michael",2.1,0%,3.5
"Williamson, Glenn",5.0,100%,3
"King, James",0.0,N/A,0
"Lambinicio, Glen",0.0,N/A,0
"Rudd, Michelle",0.0,N/A,0
"Brown, Lloyd",3.0,50%,3
"Pao, Roger",0.0,N/A,0
"Tibbs, Eugene",3.3,0%,3.4
"Rajewski, Robert",2.6,50%,3.4
"Hunter, Mark",4.6,100%,1.9
"Wood, Brian",3.6,N/A,1.9
"Manley, Andrew",5.0,N/A,2
"Cristiano, Robert",4.4,N/A,2.1
"Scully, Keith",0.0,N/A,0
"Briggs, Joe",2.2,37%,4.6
"Bockelman, Peter",5.0,100%,4
"Jones, Christopher",4.7,N/A,3.4
"Christian, Marc",1.0,N/A,4.8
"Sheppard, Thomas",5.0,N/A,4
"Harrington, Andrew",3.2,10%,2.8
"Thomas, Damion",3.7,N/A,2.4
"Brown, Taylor",4.9,N/A,2.6
"Tyahla, David",1.0,0%,3
"Ivan, Emese",3.6,100%,2
"Goodman, Stephen",4.4,100%,1.5
"Tucker, Allison",4.0,100%,4
"Errington, Jeffrey",3.0,80%,3.5
"McGrath, John",0.0,N/A,0
"Gibson, David",3.0,N/A,3.5
"Burrell, Scott",4.0,N/A,2.5
"Hall, Kenneth",2.9,0%,3.5
"Stokes, Lisa",2.8,43%,3.6
"Devine, Kathy",0.0,N/A,0
"Loporcaro, Joseph",4.8,100%,1.8
"Jones, Ryan",5.0,100%,3
"Sepulveda, Alexander",5.0,100%,2
"Santos, Michael",3.3,40%,3.3
"Harris, Tasha",1.9,N/A,2.8
"Wilkinson, Frances",4.2,N/A,2.3
"Hirsch, Andrew",2.5,50%,4
"Davis, Mary",4.8,100%,2.9
"Lorenzen, Michael",4.6,N/A,1.6
"Frederick, Brian",3.5,100%,3.3
"Goldston, Justin",5.0,100%,3
"Dunn, Linda",4.6,100%,3
"Wolff, Aaron",0.0,N/A,0
"Coriale, David",3.3,67%,3.5
"Rivera-Piza, Horacio",1.8,0%,2.5
"Schmanske, Brian",0.0,N/A,0
"Santens, Michael",0.0,100%,0
"Hogan, Karen",3.9,0%,3
"Spar, Daniel",0.0,N/A,0
"Stanford, Jean",0.0,N/A,0
"Murphy, Joshua",4.7,93%,2.7
"McCarthy, Ellen",1.9,32%,4
"Bradley, Richard",4.2,67%,3.7
"Gray, Whitney",4.7,N/A,1.3
"Zimmerman, Christopher",2.3,N/A,2.7
"Hartman, Ronald",2.5,N/A,3
"Parrott, W",3.6,67%,3.1
"Stearns, Deborah",2.9,32%,3.3
"Chiang, Jessica",3.2,58%,3.3
"Lyons, Ian",4.3,100%,2.6
"Kushlev, Kostadin",3.6,80%,2.5
"Ryan, Rebecca",4.4,67%,2.8
"Bonior, Andrea",4.4,89%,2.3
"Johnson, Anna",4.4,100%,3.1
"Green, Adam",4.2,84%,3.4
"Brown, Casey",3.0,N/A,4
"Moghaddam, Fathali",3.5,45%,2.8
"Phillips, Deborah",4.8,100%,3
"Vaidya, Chandan",3.7,50%,2.5
"Woolard, Jennifer",3.7,74%,3.3
"Gordon, Nora",4.0,100%,3.5
"Wallis, James",2.3,0%,3.6
"Calel, Raphael",4.0,100%,5
"Schone, Barbara",3.9,100%,4.3
"Mitchell, Jean",3.5,N/A,3
"Thomas, Adam",3.5,N/A,3
"Manoli, Dayanand",3.7,67%,4
"Kern, Andreas",4.8,100%,2
"Hardy, Bradley",1.8,N/A,4.3
"Eissa, Nada",2.6,67%,3.5
"Leng, Ning",4.8,100%,4
"Wise, Andrew",3.4,100%,2.8
"Catilina, Eliane",3.4,N/A,2.3
"Johnson, David",2.1,0%,4.3
"Karaca, Zeynal",4.8,100%,3.3
"Hines, Mark",4.2,N/A,2.4
"Kim, Hong",2.6,N/A,2.8
"Weaver, R",3.1,100%,3.8
"Moussavi, Massoud",0.0,N/A,0
"Buttarazzi, John",4.0,100%,3
